,prompt_type,valid_prompt_completions,argpair_id,p1,p2,c1,c2,domain,prompt,is_flipped
1322,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Taxis', 'Hovercraft', 'Skateboards', 'All vehicles', 'Taxis', 'Hovercraft', 'All vehicles']","['Taxis', 'Hovercraft', 'Skateboards']","['Taxis', 'Hovercraft']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Taxis have property P.
Fact - Hovercraft have property P.
Fact - Skateboards have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Taxis have property P.
Fact - Hovercraft have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1323,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Taxis', 'Hovercraft', 'Skateboards', 'All vehicles', 'Taxis', 'Hovercraft', 'All vehicles']","['Taxis', 'Hovercraft']","['Taxis', 'Hovercraft', 'Skateboards']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Taxis have property P.
Fact - Hovercraft have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Taxis have property P.
Fact - Hovercraft have property P.
Fact - Skateboards have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1324,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Taxis', 'Jeeps', 'All vehicles', 'Taxis', 'Jeeps', 'Shovels', 'All vehicles']","['Taxis', 'Jeeps']","['Taxis', 'Jeeps', 'Shovels']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Taxis have property P.
Fact - Jeeps have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Taxis have property P.
Fact - Jeeps have property P.
Fact - Shovels have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1325,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Taxis', 'Jeeps', 'All vehicles', 'Taxis', 'Jeeps', 'Shovels', 'All vehicles']","['Taxis', 'Jeeps', 'Shovels']","['Taxis', 'Jeeps']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Taxis have property P.
Fact - Jeeps have property P.
Fact - Shovels have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Taxis have property P.
Fact - Jeeps have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1326,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Taxis', 'Jeeps', 'Zeppelins', 'Jeeps']",['Taxis'],['Zeppelins'],Jeeps,Jeeps,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Taxis have property P.
Claim - Jeeps have property P.

Argument B:
Fact - Zeppelins have property P.
Claim - Jeeps have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1327,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Taxis', 'Jeeps', 'Zeppelins', 'Jeeps']",['Zeppelins'],['Taxis'],Jeeps,Jeeps,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Zeppelins have property P.
Claim - Jeeps have property P.

Argument B:
Fact - Taxis have property P.
Claim - Jeeps have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1328,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Taxis', 'Skateboards', 'Rockets', 'All vehicles', 'Taxis', 'Skateboards', 'All vehicles']","['Taxis', 'Skateboards', 'Rockets']","['Taxis', 'Skateboards']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Taxis have property P.
Fact - Skateboards have property P.
Fact - Rockets have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Taxis have property P.
Fact - Skateboards have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1329,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Taxis', 'Skateboards', 'Rockets', 'All vehicles', 'Taxis', 'Skateboards', 'All vehicles']","['Taxis', 'Skateboards']","['Taxis', 'Skateboards', 'Rockets']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Taxis have property P.
Fact - Skateboards have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Taxis have property P.
Fact - Skateboards have property P.
Fact - Rockets have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1330,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Taxis', 'Zeppelins', 'Zeppelins', 'Taxis']",['Taxis'],['Zeppelins'],Zeppelins,Taxis,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Taxis have property P.
Claim - Zeppelins have property P.

Argument B:
Fact - Zeppelins have property P.
Claim - Taxis have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1331,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Taxis', 'Zeppelins', 'Zeppelins', 'Taxis']",['Zeppelins'],['Taxis'],Taxis,Zeppelins,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Zeppelins have property P.
Claim - Taxis have property P.

Argument B:
Fact - Taxis have property P.
Claim - Zeppelins have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1332,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'All mammals', 'Tigers', 'Beavers']",['Tigers'],['Tigers'],All mammals,Beavers,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - All mammals have property P.

Argument B:
Fact - Tigers have property P.
Claim - Beavers have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1333,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'All mammals', 'Tigers', 'Beavers']",['Tigers'],['Tigers'],Beavers,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - Beavers have property P.

Argument B:
Fact - Tigers have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1334,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'All mammals', 'Tigers', 'Hedgehogs']",['Tigers'],['Tigers'],All mammals,Hedgehogs,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - All mammals have property P.

Argument B:
Fact - Tigers have property P.
Claim - Hedgehogs have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1335,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'All mammals', 'Tigers', 'Hedgehogs']",['Tigers'],['Tigers'],Hedgehogs,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - Hedgehogs have property P.

Argument B:
Fact - Tigers have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1336,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'All mammals', 'Tigers', 'Llamas']",['Tigers'],['Tigers'],All mammals,Llamas,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - All mammals have property P.

Argument B:
Fact - Tigers have property P.
Claim - Llamas have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1337,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'All mammals', 'Tigers', 'Llamas']",['Tigers'],['Tigers'],Llamas,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - Llamas have property P.

Argument B:
Fact - Tigers have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1338,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'All mammals', 'Tigers', 'Squirrels']",['Tigers'],['Tigers'],All mammals,Squirrels,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - All mammals have property P.

Argument B:
Fact - Tigers have property P.
Claim - Squirrels have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1339,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'All mammals', 'Tigers', 'Squirrels']",['Tigers'],['Tigers'],Squirrels,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - Squirrels have property P.

Argument B:
Fact - Tigers have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1340,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Bats', 'All mammals', 'Tigers', 'Bats', 'Cobras', 'All mammals']","['Tigers', 'Bats']","['Tigers', 'Bats', 'Cobras']",All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Fact - Bats have property P.
Claim - All mammals have property P.

Argument B:
Fact - Tigers have property P.
Fact - Bats have property P.
Fact - Cobras have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1341,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Bats', 'All mammals', 'Tigers', 'Bats', 'Cobras', 'All mammals']","['Tigers', 'Bats', 'Cobras']","['Tigers', 'Bats']",All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Fact - Bats have property P.
Fact - Cobras have property P.
Claim - All mammals have property P.

Argument B:
Fact - Tigers have property P.
Fact - Bats have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1342,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Cats', 'Tigers', 'Crocodiles', 'Cats']",['Tigers'],"['Tigers', 'Crocodiles']",Cats,Cats,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - Cats have property P.

Argument B:
Fact - Tigers have property P.
Fact - Crocodiles have property P.
Claim - Cats have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1343,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Cats', 'Tigers', 'Crocodiles', 'Cats']","['Tigers', 'Crocodiles']",['Tigers'],Cats,Cats,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Fact - Crocodiles have property P.
Claim - Cats have property P.

Argument B:
Fact - Tigers have property P.
Claim - Cats have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1344,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Dogs', 'Cows', 'Dogs']",['Tigers'],['Cows'],Dogs,Dogs,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - Dogs have property P.

Argument B:
Fact - Cows have property P.
Claim - Dogs have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1345,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Dogs', 'Cows', 'Dogs']",['Cows'],['Tigers'],Dogs,Dogs,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Cows have property P.
Claim - Dogs have property P.

Argument B:
Fact - Tigers have property P.
Claim - Dogs have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1346,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Dogs', 'Tigers', 'Dinosaurs', 'Dogs']",['Tigers'],"['Tigers', 'Dinosaurs']",Dogs,Dogs,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - Dogs have property P.

Argument B:
Fact - Tigers have property P.
Fact - Dinosaurs have property P.
Claim - Dogs have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1347,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Dogs', 'Tigers', 'Dinosaurs', 'Dogs']","['Tigers', 'Dinosaurs']",['Tigers'],Dogs,Dogs,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Fact - Dinosaurs have property P.
Claim - Dogs have property P.

Argument B:
Fact - Tigers have property P.
Claim - Dogs have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1348,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Donkeys', 'All mammals', 'Tigers', 'Donkeys', 'All animals']","['Tigers', 'Donkeys']","['Tigers', 'Donkeys']",All mammals,All animals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Fact - Donkeys have property P.
Claim - All mammals have property P.

Argument B:
Fact - Tigers have property P.
Fact - Donkeys have property P.
Claim - All animals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1349,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Donkeys', 'All mammals', 'Tigers', 'Donkeys', 'All animals']","['Tigers', 'Donkeys']","['Tigers', 'Donkeys']",All animals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Fact - Donkeys have property P.
Claim - All animals have property P.

Argument B:
Fact - Tigers have property P.
Fact - Donkeys have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1350,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Kangaroos', 'Tigers', 'All mammals']",['Tigers'],['Tigers'],Kangaroos,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - Kangaroos have property P.

Argument B:
Fact - Tigers have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1351,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Kangaroos', 'Tigers', 'All mammals']",['Tigers'],['Tigers'],All mammals,Kangaroos,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - All mammals have property P.

Argument B:
Fact - Tigers have property P.
Claim - Kangaroos have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1352,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Lions', 'Hedgehogs', 'Lions']",['Tigers'],['Hedgehogs'],Lions,Lions,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - Lions have property P.

Argument B:
Fact - Hedgehogs have property P.
Claim - Lions have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1353,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Lions', 'Hedgehogs', 'Lions']",['Hedgehogs'],['Tigers'],Lions,Lions,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Hedgehogs have property P.
Claim - Lions have property P.

Argument B:
Fact - Tigers have property P.
Claim - Lions have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1354,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Lions', 'Rabbits', 'Lions']",['Tigers'],['Rabbits'],Lions,Lions,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - Lions have property P.

Argument B:
Fact - Rabbits have property P.
Claim - Lions have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
1355,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Lions', 'Rabbits', 'Lions']",['Rabbits'],['Tigers'],Lions,Lions,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Rabbits have property P.
Claim - Lions have property P.

Argument B:
Fact - Tigers have property P.
Claim - Lions have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
1356,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Tigers', 'Lions', 'Tigers', 'Dinosaurs', 'Lions']",['Tigers'],"['Tigers', 'Dinosaurs']",Lions,Lions,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Tigers have property P.
Claim - Lions have property P.

Argument B:
Fact - Tigers have property P.
Fact - Dinosaurs have property P.
Claim - Lions have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
