,prompt_type,argpair_id,p1,p2,c1,c2,domain,prompt,is_flipped
738,experiment_1_chatprompt,"['Trucks', 'Taxis', 'Rockets', 'Taxis']",['Trucks'],['Rockets'],Taxis,Taxis,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Trucks have property P.\nClaim - Taxis have property P.\n\nArgument B:\nFact - Rockets have property P.\nClaim - Taxis have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
739,experiment_1_chatprompt,"['Trucks', 'Taxis', 'Submarines', 'Taxis']",['Trucks'],['Submarines'],Taxis,Taxis,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Trucks have property P.\nClaim - Taxis have property P.\n\nArgument B:\nFact - Submarines have property P.\nClaim - Taxis have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
740,experiment_1_chatprompt,"['Trucks', 'Tractors', 'Tractors', 'Trucks']",['Trucks'],['Tractors'],Tractors,Trucks,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Trucks have property P.\nClaim - Tractors have property P.\n\nArgument B:\nFact - Tractors have property P.\nClaim - Trucks have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
741,experiment_1_chatprompt,"['Trucks', 'Zeppelins', 'Submarines', 'All vehicles', 'Trucks', 'Zeppelins', 'All vehicles']","['Trucks', 'Zeppelins', 'Submarines']","['Trucks', 'Zeppelins']",All vehicles,All vehicles,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Trucks have property P.\nFact - Zeppelins have property P.\nFact - Submarines have property P.\nClaim - All vehicles have property P.\n\nArgument B:\nFact - Trucks have property P.\nFact - Zeppelins have property P.\nClaim - All vehicles have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
742,experiment_1_chatprompt,"['Turkeys', 'Blackbirds', 'All birds', 'Turkeys', 'Blackbirds', 'All animals']","['Turkeys', 'Blackbirds']","['Turkeys', 'Blackbirds']",All birds,All animals,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Turkeys have property P.\nFact - Blackbirds have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Turkeys have property P.\nFact - Blackbirds have property P.\nClaim - All animals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
743,experiment_1_chatprompt,"['Turkeys', 'Ducks', 'Turkeys', 'Ladybugs', 'Ducks']",['Turkeys'],"['Turkeys', 'Ladybugs']",Ducks,Ducks,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Turkeys have property P.\nClaim - Ducks have property P.\n\nArgument B:\nFact - Turkeys have property P.\nFact - Ladybugs have property P.\nClaim - Ducks have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
744,experiment_1_chatprompt,"['Turkeys', 'Parrots', 'Roosters', 'Eagles', 'Turkeys', 'Parrots', 'Eagles']","['Turkeys', 'Parrots', 'Roosters']","['Turkeys', 'Parrots']",Eagles,Eagles,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Turkeys have property P.\nFact - Parrots have property P.\nFact - Roosters have property P.\nClaim - Eagles have property P.\n\nArgument B:\nFact - Turkeys have property P.\nFact - Parrots have property P.\nClaim - Eagles have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
745,experiment_1_chatprompt,"['Turkeys', 'Penguins', 'All birds', 'Turkeys', 'Chickens', 'All birds']","['Turkeys', 'Penguins']","['Turkeys', 'Chickens']",All birds,All birds,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Turkeys have property P.\nFact - Penguins have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Turkeys have property P.\nFact - Chickens have property P.\nClaim - All birds have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
746,experiment_1_chatprompt,"['Turkeys', 'Penguins', 'Blackbirds', 'Turkeys', 'Ostriches', 'Blackbirds']","['Turkeys', 'Penguins']","['Turkeys', 'Ostriches']",Blackbirds,Blackbirds,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Turkeys have property P.\nFact - Penguins have property P.\nClaim - Blackbirds have property P.\n\nArgument B:\nFact - Turkeys have property P.\nFact - Ostriches have property P.\nClaim - Blackbirds have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
747,experiment_1_chatprompt,"['Turkeys', 'Penguins', 'Ducks', 'Turkeys', 'Ostriches', 'Ducks']","['Turkeys', 'Penguins']","['Turkeys', 'Ostriches']",Ducks,Ducks,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Turkeys have property P.\nFact - Penguins have property P.\nClaim - Ducks have property P.\n\nArgument B:\nFact - Turkeys have property P.\nFact - Ostriches have property P.\nClaim - Ducks have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
748,experiment_1_chatprompt,"['Turkeys', 'Penguins', 'Seagulls', 'Turkeys', 'Ostriches', 'Seagulls']","['Turkeys', 'Penguins']","['Turkeys', 'Ostriches']",Seagulls,Seagulls,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Turkeys have property P.\nFact - Penguins have property P.\nClaim - Seagulls have property P.\n\nArgument B:\nFact - Turkeys have property P.\nFact - Ostriches have property P.\nClaim - Seagulls have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
749,experiment_1_chatprompt,"['Turkeys', 'Penguins', 'Storks', 'Turkeys', 'Chickens', 'Storks']","['Turkeys', 'Penguins']","['Turkeys', 'Chickens']",Storks,Storks,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Turkeys have property P.\nFact - Penguins have property P.\nClaim - Storks have property P.\n\nArgument B:\nFact - Turkeys have property P.\nFact - Chickens have property P.\nClaim - Storks have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
750,experiment_1_chatprompt,"['Turkeys', 'Penguins', 'Storks', 'Turkeys', 'Roosters', 'Storks']","['Turkeys', 'Penguins']","['Turkeys', 'Roosters']",Storks,Storks,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Turkeys have property P.\nFact - Penguins have property P.\nClaim - Storks have property P.\n\nArgument B:\nFact - Turkeys have property P.\nFact - Roosters have property P.\nClaim - Storks have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
751,experiment_1_chatprompt,"['Turkeys', 'Vultures', 'All birds', 'Turkeys', 'Vultures', 'Dragonflies', 'All birds']","['Turkeys', 'Vultures']","['Turkeys', 'Vultures', 'Dragonflies']",All birds,All birds,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Turkeys have property P.\nFact - Vultures have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Turkeys have property P.\nFact - Vultures have property P.\nFact - Dragonflies have property P.\nClaim - All birds have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
752,experiment_1_chatprompt,"['Turkeys', 'Vultures', 'Turkeys', 'Worms', 'Vultures']",['Turkeys'],"['Turkeys', 'Worms']",Vultures,Vultures,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Turkeys have property P.\nClaim - Vultures have property P.\n\nArgument B:\nFact - Turkeys have property P.\nFact - Worms have property P.\nClaim - Vultures have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
753,experiment_1_chatprompt,"['Vans', 'All vehicles', 'Rockets', 'All vehicles']",['Vans'],['Rockets'],All vehicles,All vehicles,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vans have property P.\nClaim - All vehicles have property P.\n\nArgument B:\nFact - Rockets have property P.\nClaim - All vehicles have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
754,experiment_1_chatprompt,"['Vans', 'All vehicles', 'Skateboards', 'All vehicles']",['Vans'],['Skateboards'],All vehicles,All vehicles,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vans have property P.\nClaim - All vehicles have property P.\n\nArgument B:\nFact - Skateboards have property P.\nClaim - All vehicles have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
755,experiment_1_chatprompt,"['Vans', 'All vehicles', 'Sleds', 'All vehicles']",['Vans'],['Sleds'],All vehicles,All vehicles,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vans have property P.\nClaim - All vehicles have property P.\n\nArgument B:\nFact - Sleds have property P.\nClaim - All vehicles have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
756,experiment_1_chatprompt,"['Vans', 'All vehicles', 'Submarines', 'All vehicles']",['Vans'],['Submarines'],All vehicles,All vehicles,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vans have property P.\nClaim - All vehicles have property P.\n\nArgument B:\nFact - Submarines have property P.\nClaim - All vehicles have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
757,experiment_1_chatprompt,"['Vans', 'All vehicles', 'Vans', 'Rockets']",['Vans'],['Vans'],All vehicles,Rockets,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vans have property P.\nClaim - All vehicles have property P.\n\nArgument B:\nFact - Vans have property P.\nClaim - Rockets have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
758,experiment_1_chatprompt,"['Vans', 'All vehicles', 'Zeppelins', 'All vehicles']",['Vans'],['Zeppelins'],All vehicles,All vehicles,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vans have property P.\nClaim - All vehicles have property P.\n\nArgument B:\nFact - Zeppelins have property P.\nClaim - All vehicles have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
759,experiment_1_chatprompt,"['Vans', 'Cars', 'Rockets', 'Cars']",['Vans'],['Rockets'],Cars,Cars,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vans have property P.\nClaim - Cars have property P.\n\nArgument B:\nFact - Rockets have property P.\nClaim - Cars have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
760,experiment_1_chatprompt,"['Vans', 'Hovercraft', 'All vehicles', 'Vans', 'Trucks', 'All vehicles']","['Vans', 'Hovercraft']","['Vans', 'Trucks']",All vehicles,All vehicles,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vans have property P.\nFact - Hovercraft have property P.\nClaim - All vehicles have property P.\n\nArgument B:\nFact - Vans have property P.\nFact - Trucks have property P.\nClaim - All vehicles have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
761,experiment_1_chatprompt,"['Vans', 'Jeeps', 'Skateboards', 'All vehicles', 'Vans', 'Jeeps', 'All vehicles']","['Vans', 'Jeeps', 'Skateboards']","['Vans', 'Jeeps']",All vehicles,All vehicles,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vans have property P.\nFact - Jeeps have property P.\nFact - Skateboards have property P.\nClaim - All vehicles have property P.\n\nArgument B:\nFact - Vans have property P.\nFact - Jeeps have property P.\nClaim - All vehicles have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
762,experiment_1_chatprompt,"['Vans', 'Rockets', 'All vehicles', 'Vans', 'Carts', 'All vehicles']","['Vans', 'Rockets']","['Vans', 'Carts']",All vehicles,All vehicles,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vans have property P.\nFact - Rockets have property P.\nClaim - All vehicles have property P.\n\nArgument B:\nFact - Vans have property P.\nFact - Carts have property P.\nClaim - All vehicles have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
763,experiment_1_chatprompt,"['Vans', 'Submarines', 'Submarines', 'Vans']",['Vans'],['Submarines'],Submarines,Vans,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vans have property P.\nClaim - Submarines have property P.\n\nArgument B:\nFact - Submarines have property P.\nClaim - Vans have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
764,experiment_1_chatprompt,"['Vans', 'Zeppelins', 'All vehicles', 'Vans', 'Zeppelins', 'All things']","['Vans', 'Zeppelins']","['Vans', 'Zeppelins']",All vehicles,All things,Vehicles,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vans have property P.\nFact - Zeppelins have property P.\nClaim - All vehicles have property P.\n\nArgument B:\nFact - Vans have property P.\nFact - Zeppelins have property P.\nClaim - All things have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
765,experiment_1_chatprompt,"['Vultures', 'Chickens', 'Falcons', 'Vultures', 'Ostriches', 'Falcons']","['Vultures', 'Chickens']","['Vultures', 'Ostriches']",Falcons,Falcons,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vultures have property P.\nFact - Chickens have property P.\nClaim - Falcons have property P.\n\nArgument B:\nFact - Vultures have property P.\nFact - Ostriches have property P.\nClaim - Falcons have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
766,experiment_1_chatprompt,"['Vultures', 'Chickens', 'Seagulls', 'Vultures', 'Ostriches', 'Seagulls']","['Vultures', 'Chickens']","['Vultures', 'Ostriches']",Seagulls,Seagulls,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vultures have property P.\nFact - Chickens have property P.\nClaim - Seagulls have property P.\n\nArgument B:\nFact - Vultures have property P.\nFact - Ostriches have property P.\nClaim - Seagulls have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
767,experiment_1_chatprompt,"['Vultures', 'Ducks', 'All birds', 'Vultures', 'Ostriches', 'All birds']","['Vultures', 'Ducks']","['Vultures', 'Ostriches']",All birds,All birds,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Vultures have property P.\nFact - Ducks have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Vultures have property P.\nFact - Ostriches have property P.\nClaim - All birds have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
