,argument,domain,conclusion_type,is_single_premise,prompt_generator,model,probabilities,strength_rating,strength_ranking
913,"(('Storks', 'Swallows'), 'Blackbirds')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998571148990485, 1.1929156839520441e-05)",0.9998451857422088,44.0
914,"(('Storks', 'Turkeys'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9951901651808708, 0.004671721713395785)",0.990518443467475,57.0
915,"(('Storks',), 'All birds')",Birds,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.001221235778146952, 0.9986625174281387)",-0.9974412816499918,19.0
916,"(('Storks',), 'Blackbirds')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9956860204582864, 0.004191054106323556)",0.9914949663519628,127.0
917,"(('Storks',), 'Canaries')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9947962968170251, 0.004948028819471906)",0.9898482679975532,131.0
918,"(('Storks',), 'Eagles')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997143625821372, 0.00017280772460814825)",0.999541554857529,65.0
919,"(('Storks',), 'Ostriches')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9994496010251178, 0.0003585329469198224)",0.999091068078198,89.0
920,"(('Storks',), 'Pelicans')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998723743548457, 4.932157233029474e-05)",0.9998230527825154,25.0
921,"(('Storks',), 'Robins')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9996737126632951, 0.00020179282614654945)",0.9994719198371486,71.0
922,"(('Storks',), 'Roosters')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9597709622258237, 0.04007747192173119)",0.9196934903040924,156.0
923,"(('Storks',), 'Turkeys')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9920357227588741, 0.007628383631255524)",0.9844073391276186,140.0
924,"(('Submarines', 'Boats'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.005346700699441155, 0.9943909816141311)",-0.98904428091469,64.0
925,"(('Submarines', 'Boats'), 'Tractors')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9302710069151513, 0.0695624965181447)",0.8607085103970066,97.0
926,"(('Submarines', 'Buses'), 'Boats')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999018165303124, 5.205852939823364e-06)",0.9998966106773726,10.0
927,"(('Submarines', 'Cars'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.997322955591323, 0.00256301648424433)",0.9947599391070788,18.0
928,"(('Submarines', 'Hovercraft'), 'Tractors')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9952070340956939, 0.004660106392950269)",0.9905469277027436,89.0
929,"(('Submarines', 'Jeeps'), 'Cars')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998943071358843, 8.454463763819496e-06)",0.9998858526721204,19.0
930,"(('Submarines', 'Mopeds'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(1.9970467513887263e-05, 0.9998778610295714)",-0.9998578905620576,98.0
931,"(('Submarines', 'Skateboards'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(1.9120318357170663e-05, 0.9998529431939123)",-0.9998338228755552,95.0
932,"(('Submarines', 'Trucks'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.477461285421324, 0.5223143600732851)",-0.0448530746519611,32.0
933,"(('Submarines', 'Zeppelins'), 'Caravans')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9996140479286699, 0.00027201291804051836)",0.9993420350106296,80.0
934,"(('Submarines',), 'All vehicles')",Vehicles,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(3.2984908904906545e-06, 0.999943063290956)",-0.9999397648000654,26.0
935,"(('Submarines',), 'Boats')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998751158086799, 5.2212376159457784e-05)",0.9998229034325204,13.0
936,"(('Submarines',), 'Caravans')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.0010915437503517162, 0.9987119914958962)",-0.9976204477455444,148.0
937,"(('Submarines',), 'Cars')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.0003576198525952235, 0.9994680758918165)",-0.9991104560392212,152.0
938,"(('Submarines',), 'Motorbikes')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(1.4789989369566569e-05, 0.9998989558053085)",-0.999884165815939,164.0
939,"(('Submarines',), 'Sleds')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(9.022391797734901e-05, 0.9997753368005571)",-0.9996851128825798,161.0
940,"(('Submarines',), 'Tractors')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.001675098348343224, 0.9981382334414367)",-0.9964631350930936,145.0
941,"(('Submarines',), 'Vans')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.014876299054033626, 0.9848952634366921)",-0.9700189643826584,133.0
942,"(('Swallows', 'Herons'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9965001672418992, 0.0033335492558470804)",0.993166617986052,51.0
943,"(('Swallows', 'Peacocks'), 'Seagulls')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998428101256231, 1.2461358769859805e-05)",0.9998303487668532,63.0
944,"(('Swallows', 'Roosters'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9526533029052394, 0.047151644144576337)",0.9055016587606632,83.0
945,"(('Swallows', 'Swans'), 'Ducks')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999888465615422, 2.0445864783351148e-06)",0.9998864210289437,10.0
946,"(('Swallows',), 'All birds')",Birds,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.009710275735667124, 0.9901580055725951)",-0.980447729836928,15.0
947,"(('Swallows',), 'Blackbirds')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9992348439213219, 0.0006221813177926411)",0.9986126626035292,96.0
948,"(('Swallows',), 'Chickens')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9937356874334554, 0.0060989600862486225)",0.9876367273472068,136.0
949,"(('Swallows',), 'Ducks')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9994200361440906, 0.00045586251322386615)",0.9989641736308668,93.0
950,"(('Swallows',), 'Peacocks')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.994413512780247, 0.005451864056880951)",0.988961648723366,132.0
951,"(('Swallows',), 'Seagulls')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997600178303286, 0.00014684572677411484)",0.9996131721035544,60.0
952,"(('Swallows',), 'Sparrows')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9995441328390237, 0.00034925885703195655)",0.9991948739819916,85.0
953,"(('Swans', 'Blackbirds'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9932215381212882, 0.006648460199987592)",0.9865730779213008,62.0
954,"(('Swans', 'Canaries'), 'Eagles')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998759529844674, 7.855120074464034e-06)",0.9998680978643928,26.0
955,"(('Swans', 'Ducks'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9954577324430721, 0.004444594679003206)",0.991013137764069,55.0
956,"(('Swans', 'Magpies'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.968563343070663, 0.03125352841167149)",0.9373098146589915,77.0
957,"(('Swans', 'Magpies'), 'Blackbirds')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998616469916604, 1.4038935237883812e-05)",0.9998476080564224,43.0
958,"(('Swans', 'Magpies'), 'Ducks')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998612875514614, 6.564265090762694e-06)",0.9998547232863708,36.0
959,"(('Swans', 'Ostriches'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9930095844196597, 0.00685295316935153)",0.9861566312503082,63.0
960,"(('Swans', 'Parrots'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9981559362786893, 0.0017235947468588631)",0.9964323415318304,44.0
961,"(('Swans', 'Parrots'), 'Ducks')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998857231800933, 2.423986643208267e-06)",0.99988329919345,14.0
962,"(('Swans', 'Parrots'), 'Eagles')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999894904062965, 3.388253368092556e-06)",0.9998915158095968,6.0
963,"(('Swans', 'Sparrows'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9965132221771543, 0.003363937890608877)",0.9931492842865456,52.0
964,"(('Swans', 'Woodpeckers'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9611973424008481, 0.03863651751974632)",0.9225608248811018,81.0
965,"(('Swans', 'Woodpeckers'), 'Sparrows')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998311286303752, 1.7028230049806184e-05)",0.9998141004003254,78.0
966,"(('Swans',), 'All birds')",Birds,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.00026812158632984044, 0.9996278774547757)",-0.9993597558684458,22.0
967,"(('Swans',), 'Blackbirds')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9874501524624316, 0.012391890651833376)",0.9750582618105984,149.0
968,"(('Swans',), 'Chickens')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.7258730439799584, 0.2738829920811976)",0.4519900518987608,168.0
969,"(('Swans',), 'Crows')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9987834552912167, 0.0010932627557560023)",0.9976901925354608,108.0
970,"(('Swans',), 'Doves')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.998724566357746, 0.0011467562205473303)",0.9975778101371986,109.0
971,"(('Swans',), 'Ducks')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998283835577867, 6.125108465764442e-05)",0.9997671324731292,38.0
972,"(('Swans',), 'Eagles')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9990974537401099, 0.0007892128512920738)",0.998308240888818,100.0
973,"(('Swans',), 'Sparrows')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9653844173685576, 0.03447827029166285)",0.9309061470768948,155.0
974,"(('Swans',), 'Woodpeckers')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9934685403174327, 0.006420431189898789)",0.987048109127534,137.0
975,"(('Taxis', 'Boats'), 'Carts')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998312459405684, 9.327877201065893e-05)",0.9997379671685576,68.0
976,"(('Taxis', 'Carts'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.0064502163893549545, 0.9933622054340463)",-0.9869119890446914,61.0
977,"(('Taxis', 'Motorbikes'), 'Cars')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998723743548457, 7.543174072519374e-06)",0.9998648311807732,39.0
978,"(('Taxis', 'Skateboards'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.009000051314959552, 0.9907205532785216)",-0.981720501963562,59.0
979,"(('Taxis', 'Trains'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.13586049388174845, 0.8639102697736257)",-0.7280497758918772,40.0
980,"(('Taxis', 'Trains'), 'Cars')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999151694883114, 2.3183681578756484e-06)",0.9999128511201536,3.0
981,"(('Taxis',), 'All vehicles')",Vehicles,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(1.8118029690302173e-05, 0.9999008620104953)",-0.999882743980805,16.0
982,"(('Taxis',), 'Cabs')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998593795379841, 2.0396341733179575e-05)",0.9998389831962508,9.0
983,"(('Taxis',), 'Cars')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998710632430582, 4.897630246501532e-05)",0.9998220869405932,14.0
984,"(('Taxis',), 'Carts')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.990834218232423, 0.00903131767745563)",0.9818029005549672,70.0
985,"(('Taxis',), 'Mopeds')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9991013878339532, 0.0007998419598495647)",0.9983015458741036,48.0
986,"(('Taxis',), 'Trains')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9922173240775298, 0.007659215619621854)",0.984558108457908,67.0
987,"(('Tigers', 'Cats'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9990802283494931, 0.0008271332924924782)",0.9982530950570006,41.0
988,"(('Tigers', 'Cats'), 'Lions')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999875355148815, 1.4666671150387154e-06)",0.9998738884817,43.0
989,"(('Tigers', 'Deer'), 'Squirrels')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998821482700608, 3.1669613324574726e-06)",0.9998789813087284,33.0
990,"(('Tigers', 'Donkeys'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.995153806870917, 0.004708673713961552)",0.9904451331569556,67.0
991,"(('Tigers', 'Hamsters'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9996505245407795, 0.000248655538194272)",0.9994018690025852,28.0
992,"(('Tigers', 'Hedgehogs'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9969553127898456, 0.002880245630796876)",0.9940750671590488,60.0
993,"(('Tigers', 'Horses'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999847816111143, 6.158889374669634e-05)",0.9997862272173964,12.0
994,"(('Tigers', 'Lions'), 'Squirrels')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998842947143729, 1.7214043925656615e-05)",0.9998670806704472,52.0
995,"(('Tigers', 'Llamas'), 'Cats')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998626014800414, 4.572278041063015e-06)",0.9998580292020004,66.0
996,"(('Tigers', 'Rabbits'), 'Lions')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998890634579133, 2.217566798232304e-06)",0.9998868458911152,22.0
997,"(('Tigers', 'Squirrels'), 'Cats')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999053943154, 2.206173480336227e-06)",0.9999031881419196,2.0
998,"(('Tigers',), 'All mammals')",Mammals,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.12953061713937977, 0.8702333629724163)",-0.7407027458330365,11.0
999,"(('Tigers',), 'Cats')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999049165907139, 8.06657158921625e-06)",0.9998968500191248,9.0
1000,"(('Tigers',), 'Donkeys')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.0008148197783787957, 0.9989943391161888)",-0.99817951933781,168.0
1001,"(('Tigers',), 'Lions')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998946647281494, 8.935861459093689e-06)",0.9998857288666902,14.0
1002,"(('Tigers',), 'Mice')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9939902591713382, 0.005754920793376784)",0.9882353383779614,86.0
1003,"(('Tigers',), 'Rhinos')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998623621529577, 3.63687743140243e-05)",0.9998259933786436,27.0
1004,"(('Tigers',), 'Squirrels')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9825102408854146, 0.01735907247563799)",0.9651511684097768,103.0
1005,"(('Tractors', 'Airplanes'), 'Jeeps')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998966929365423, 3.366344905420174e-06)",0.9998933265916368,15.0
1006,"(('Tractors', 'Carriages'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9091963513911294, 0.0906664219897821)",0.8185299294013473,24.0
1007,"(('Tractors', 'Mopeds'), 'Jeeps')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998445970362917, 6.946566842027931e-06)",0.9998376504694496,51.0
1008,"(('Tractors', 'Rockets'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.05502830443683519, 0.9447375981143624)",-0.8897092936775273,44.0
1009,"(('Tractors', 'Skateboards'), 'Zeppelins')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9986362340750848, 0.0012533094077397497)",0.9973829246673452,86.0
1010,"(('Tractors', 'Taxis'), 'Mopeds')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998214706582599, 2.224144761717247e-05)",0.9997992292106428,62.0
1011,"(('Tractors', 'Trams'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.23059173801454894, 0.7691678598552589)",-0.53857612184071,36.0
1012,"(('Tractors',), 'All vehicles')",Vehicles,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.00016340267578487851, 0.9997641910073121)",-0.9996007883315272,11.0
1013,"(('Tractors',), 'Carts')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9991517530949798, 0.0007596473086214109)",0.9983921057863584,46.0
1014,"(('Tractors',), 'Jeeps')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997716403180423, 0.0001358742136288246)",0.9996357661044136,38.0
1015,"(('Tractors',), 'Mopeds')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9453238422326375, 0.054513947097852025)",0.8908098951347855,88.0
1016,"(('Tractors',), 'Vans')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9953919876173656, 0.004506243947799451)",0.9908857436695662,60.0
1017,"(('Tractors',), 'Zeppelins')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.03277465092622748, 0.9670970322253449)",-0.9343223812991176,130.0
1018,"(('Trains', 'Boats'), 'Trams')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999883580483278, 9.031880156243051e-06)",0.9998745486031216,30.0
1019,"(('Trains', 'Carriages'), 'Carts')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998491281423035, 3.3209021069164534e-05)",0.9998159191212344,57.0
1020,"(('Trains', 'Skateboards'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.015542097016498838, 0.9841380943401634)",-0.9685959973236644,54.0
1021,"(('Trains', 'Tractors'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.3825993579885503, 0.6171941727294697)",-0.2345948147409194,33.0
1022,"(('Trains', 'Trucks'), 'Caravans')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999897407183003, 8.465893463388012e-06)",0.9998889412895396,18.0
1023,"(('Trains',), 'All vehicles')",Vehicles,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.00017508202142259692, 0.9997050642021162)",-0.9995299821806936,10.0
1024,"(('Trains',), 'Caravans')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9993932723337137, 0.000514158229699391)",0.9988791141040144,45.0
1025,"(('Trains',), 'Cars')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998151537461744, 0.0001119089459397078)",0.9997032448002346,33.0
1026,"(('Trains',), 'Carts')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997573958731417, 0.00012945891316804302)",0.9996279369599737,39.0
1027,"(('Trains',), 'Submarines')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9989030828539218, 0.0010062544569240687)",0.9978968283969978,52.0
1028,"(('Trains',), 'Trams')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998943071358843, 1.694974107611361e-05)",0.9998773573948082,4.0
1029,"(('Trams', 'Bicycles'), 'Boats')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998022788394056, 0.00010982646816166266)",0.999692452371244,73.0
1030,"(('Trams', 'Boats'), 'Hovercraft')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998672481223104, 1.4125936249188633e-05)",0.9998531221860611,45.0
1031,"(('Trams', 'Buses'), 'Trains')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998906120732955, 1.1373471224563855e-05)",0.999879238602071,27.0
1032,"(('Trams', 'Buses'), 'Vans')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998770238621852, 1.1185167362655224e-05)",0.9998658386948226,36.0
1033,"(('Trams', 'Carriages'), 'Jeeps')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997478615322476, 9.961129462037808e-05)",0.9996482502376272,75.0
1034,"(('Trams', 'Cars'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998280287987426, 8.91925537501622e-05)",0.9997388362449924,9.0
1035,"(('Trams', 'Jeeps'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.027665918566065373, 0.97212394618502)",-0.9444580276189546,52.0
1036,"(('Trams', 'Mopeds'), 'Motorbikes')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998962152160134, 5.759032880757323e-06)",0.9998904561831324,17.0
1037,"(('Trams', 'Sleds'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.0033156307564668843, 0.996543382006562)",-0.9932277512500952,69.0
1038,"(('Trams', 'Taxis'), 'Trains')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998481736867815, 3.4291638809333326e-05)",0.9998138820479722,59.0
1039,"(('Trams', 'Trains'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.011148945048907457, 0.9886418355794065)",-0.977492890530499,57.0
1040,"(('Trams', 'Trucks'), 'Cars')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999094461002519, 3.178033336917355e-06)",0.999906268066915,6.0
1041,"(('Trams', 'Vans'), 'Caravans')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998883482895162, 1.048063279177154e-05)",0.9998778676567244,29.0
1042,"(('Trams', 'Vans'), 'Trucks')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998826259888683, 1.0575971178905162e-05)",0.9998720500176894,33.0
1043,"(('Trams',), 'All vehicles')",Vehicles,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(2.4774590664593805e-05, 0.9998730914035773)",-0.9998483168129126,15.0
1044,"(('Trams',), 'Boats')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9619039032284086, 0.037939587005439535)",0.923964316222969,84.0
1045,"(('Trams',), 'Buses')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998242138521958, 7.62171541902927e-05)",0.9997479966980056,29.0
1046,"(('Trams',), 'Caravans')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9907392077314411, 0.009135813865657805)",0.9816033938657832,71.0
1047,"(('Trams',), 'Cars')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9974536704110117, 0.002452970352499454)",0.9950007000585124,57.0
1048,"(('Trams',), 'Hovercraft')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.6879734169151445, 0.3117401471167596)",0.3762332697983848,109.0
1049,"(('Trams',), 'Jeeps')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.017645138017169545, 0.9821287738089618)",-0.9644836357917924,131.0
1050,"(('Trams',), 'Motorbikes')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9880218836858106, 0.01184384447441076)",0.9761780392113998,74.0
1051,"(('Trams',), 'Trains')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998586662585544, 5.790406318157228e-05)",0.9998007621953728,18.0
1052,"(('Trams',), 'Trucks')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9555046201420487, 0.04433510401668965)",0.9111695161253592,85.0
1053,"(('Trams',), 'Vans')",Vehicles,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.998470294993243, 0.0013649718135122382)",0.9971053231797308,55.0
1054,"(('Trucks', 'Boats'), 'All vehicles')",Vehicles,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9981225572047003, 0.0017626604358287974)",0.9963598967688716,16.0
1055,"(('Trucks', 'Buses'), 'Carriages')",Vehicles,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998264765569345, 7.381356763221511e-05)",0.9997526629893022,67.0
