,gpt3_model,prompt_type,valid_prompt_completions,p1,p2,c1,c2,domain,prompt,is_flipped,argpair_id,gpt3_completion,gpt3_completion_probabilities,gpt3_argument_pair_rating
1231,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']",['Camels'],['Squirrels'],Rabbits,Rabbits,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Camels have property P.
Claim - Rabbits have property P.

Argument B:
Fact - Squirrels have property P.
Claim - Rabbits have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Squirrels', 'Rabbits', 'Camels', 'Rabbits']","{
  ""finish_reason"": ""length"",
  ""index"": 15,
  ""logprobs"": {
    ""text_offset"": [
      797
    ],
    ""token_logprobs"": [
      -0.15424804
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.15424804,
        "" B"": -5.029513,
        "" C"": -3.3466477,
        "" D"": -4.307509,
        "" E"": -2.4859912
      }
    ]
  },
  ""text"": "" A""
}","[0.8570594096285196, 0.006541995746824396, 0.03520216473906974, 0.013467054279044557, 0.08324300314166852, 0]",-0.8136093311997308
1232,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']",['Squirrels'],['Elephants'],Rabbits,Rabbits,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Squirrels have property P.
Claim - Rabbits have property P.

Argument B:
Fact - Elephants have property P.
Claim - Rabbits have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Squirrels', 'Rabbits', 'Elephants', 'Rabbits']","{
  ""finish_reason"": ""length"",
  ""index"": 0,
  ""logprobs"": {
    ""text_offset"": [
      800
    ],
    ""token_logprobs"": [
      -0.05562936
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.05562936,
        "" B"": -5.042196,
        "" C"": -3.3936572,
        "" D"": -5.770072,
        "" E"": -4.6025558
      }
    ]
  },
  ""text"": "" A""
}","[0.9458896554699985, 0.006459547565116255, 0.033585622680515556, 0.0031195328997101917, 0.010026178064753137, 0]",0.9535894889679039
1233,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']",['Elephants'],['Squirrels'],Rabbits,Rabbits,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Elephants have property P.
Claim - Rabbits have property P.

Argument B:
Fact - Squirrels have property P.
Claim - Rabbits have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Squirrels', 'Rabbits', 'Elephants', 'Rabbits']","{
  ""finish_reason"": ""length"",
  ""index"": 1,
  ""logprobs"": {
    ""text_offset"": [
      800
    ],
    ""token_logprobs"": [
      -0.022164838
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.022164838,
        "" B"": -6.1447477,
        "" C"": -5.1178355,
        "" D"": -7.0359354,
        "" E"": -4.413949
      }
    ]
  },
  ""text"": "" A""
}","[0.9780789971767742, 0.0021447169357405134, 0.0059889720056816, 0.0008796949133303628, 0.012107272183632362, 0]",-0.9731897721536414
1234,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']",['Squirrels'],['Rhinos'],Rabbits,Rabbits,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Squirrels have property P.
Claim - Rabbits have property P.

Argument B:
Fact - Rhinos have property P.
Claim - Rabbits have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Squirrels', 'Rabbits', 'Rhinos', 'Rabbits']","{
  ""finish_reason"": ""length"",
  ""index"": 2,
  ""logprobs"": {
    ""text_offset"": [
      797
    ],
    ""token_logprobs"": [
      -0.056011103
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.056011103,
        "" B"": -5.2861648,
        "" C"": -3.366779,
        "" D"": -5.1770606,
        "" E"": -4.7753215
      }
    ]
  },
  ""text"": "" A""
}","[0.9455286376276517, 0.005061133545104646, 0.034500584950555274, 0.005644573713489476, 0.008435371679460362, 0]",0.9528241241672086
1235,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']",['Rhinos'],['Squirrels'],Rabbits,Rabbits,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Rhinos have property P.
Claim - Rabbits have property P.

Argument B:
Fact - Squirrels have property P.
Claim - Rabbits have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Squirrels', 'Rabbits', 'Rhinos', 'Rabbits']","{
  ""finish_reason"": ""length"",
  ""index"": 3,
  ""logprobs"": {
    ""text_offset"": [
      797
    ],
    ""token_logprobs"": [
      -0.13569565
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.13569565,
        "" B"": -3.8649056,
        "" C"": -3.615949,
        "" D"": -4.6590967,
        "" E"": -2.826629
      }
    ]
  },
  ""text"": "" A""
}","[0.873108322573255, 0.02096490143033677, 0.026891393172068574, 0.009475017320445136, 0.05921212167669296, 0]",-0.8536125612416956
1236,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Squirrels', 'Rhinos']","['Squirrels', 'Hedgehogs']",Sheep,Sheep,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Squirrels have property P.
Fact - Rhinos have property P.
Claim - Sheep have property P.

Argument B:
Fact - Squirrels have property P.
Fact - Hedgehogs have property P.
Claim - Sheep have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Squirrels', 'Rhinos', 'Sheep', 'Squirrels', 'Hedgehogs', 'Sheep']","{
  ""finish_reason"": ""length"",
  ""index"": 4,
  ""logprobs"": {
    ""text_offset"": [
      861
    ],
    ""token_logprobs"": [
      -0.0834385
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.0834385,
        "" B"": -3.7290604,
        "" C"": -3.8072124,
        "" D"": -6.8711424,
        "" E"": -3.487241
      }
    ]
  },
  ""text"": "" A""
}","[0.9199476617127315, 0.024015390099594722, 0.022210005354294182, 0.0010372913858053981, 0.030585140271928178, 0]",0.9225986222085926
1237,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Squirrels', 'Hedgehogs']","['Squirrels', 'Rhinos']",Sheep,Sheep,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Squirrels have property P.
Fact - Hedgehogs have property P.
Claim - Sheep have property P.

Argument B:
Fact - Squirrels have property P.
Fact - Rhinos have property P.
Claim - Sheep have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Squirrels', 'Rhinos', 'Sheep', 'Squirrels', 'Hedgehogs', 'Sheep']","{
  ""finish_reason"": ""length"",
  ""index"": 5,
  ""logprobs"": {
    ""text_offset"": [
      861
    ],
    ""token_logprobs"": [
      -0.083763026
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.083763026,
        "" B"": -3.0260124,
        "" C"": -3.7324352,
        "" D"": -6.875898,
        "" E"": -5.118858
      }
    ]
  },
  ""text"": "" A""
}","[0.9196491632157479, 0.0485086862081213, 0.023934479566313147, 0.0010323701538711232, 0.005982851411492827, 0]",-0.9552739102876285
1238,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Squirrels', 'Tigers']","['Squirrels', 'Tigers', 'Salamanders']",All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Squirrels have property P.
Fact - Tigers have property P.
Claim - All mammals have property P.

Argument B:
Fact - Squirrels have property P.
Fact - Tigers have property P.
Fact - Salamanders have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Squirrels', 'Tigers', 'All mammals', 'Squirrels', 'Tigers', 'Salamanders', 'All mammals']","{
  ""finish_reason"": ""length"",
  ""index"": 6,
  ""logprobs"": {
    ""text_offset"": [
      906
    ],
    ""token_logprobs"": [
      -0.5413718
    ],
    ""tokens"": [
      "" E""
    ],
    ""top_logprobs"": [
      {
        "" B"": -3.4002142,
        "" C"": -4.3107505,
        "" D"": -1.7850527,
        "" E"": -0.5413718,
        "" F"": -1.6527171
      }
    ]
  },
  ""text"": "" E""
}","[0, 0.03336612217145609, 0.01342347149755365, 0.1677882183280776, 0.5819493863888401, 0.19152879808935033]",-0.6045341189268967
1239,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Squirrels', 'Tigers', 'Salamanders']","['Squirrels', 'Tigers']",All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Squirrels have property P.
Fact - Tigers have property P.
Fact - Salamanders have property P.
Claim - All mammals have property P.

Argument B:
Fact - Squirrels have property P.
Fact - Tigers have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Squirrels', 'Tigers', 'All mammals', 'Squirrels', 'Tigers', 'Salamanders', 'All mammals']","{
  ""finish_reason"": ""length"",
  ""index"": 7,
  ""logprobs"": {
    ""text_offset"": [
      906
    ],
    ""token_logprobs"": [
      -0.00022385397
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" "": -10.023708,
        "" A"": -0.00022385397,
        "" C"": -10.282124,
        "" Option"": -11.342949,
        ""A"": -8.985004
      }
    ]
  },
  ""text"": "" A""
}","[0.9997761710834304, 0, 3.423972631018455e-05, 0, 0, 0]",-0.9997874701931128
1240,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Storks', 'Doves']","['Storks', 'Doves']",All birds,All animals,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Storks have property P.
Fact - Doves have property P.
Claim - All birds have property P.

Argument B:
Fact - Storks have property P.
Fact - Doves have property P.
Claim - All animals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Storks', 'Doves', 'All birds', 'Storks', 'Doves', 'All animals']","{
  ""finish_reason"": ""length"",
  ""index"": 8,
  ""logprobs"": {
    ""text_offset"": [
      860
    ],
    ""token_logprobs"": [
      -0.0033580621
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.0033580621,
        "" B"": -6.778819,
        "" C"": -6.5313544,
        "" E"": -8.180675,
        ""A"": -8.59341
      }
    ]
  },
  ""text"": "" A""
}","[0.9966475698845854, 0.001137617631702678, 0.0014570311098596584, 0, 0.00028001286763826923, 0]",0.9976944092951217
1241,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Storks', 'Doves']","['Storks', 'Doves']",All animals,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Storks have property P.
Fact - Doves have property P.
Claim - All animals have property P.

Argument B:
Fact - Storks have property P.
Fact - Doves have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Storks', 'Doves', 'All birds', 'Storks', 'Doves', 'All animals']","{
  ""finish_reason"": ""length"",
  ""index"": 9,
  ""logprobs"": {
    ""text_offset"": [
      860
    ],
    ""token_logprobs"": [
      -1.4488217
    ],
    ""tokens"": [
      "" F""
    ],
    ""top_logprobs"": [
      {
        "" A"": -1.8544786,
        "" B"": -2.2417617,
        "" D"": -1.6542546,
        "" E"": -1.4676585,
        "" F"": -1.4488217
      }
    ]
  },
  ""text"": "" F""
}","[0.15653453850945095, 0.10627112153672796, 0, 0.19123454882437524, 0.23046448649981416, 0.2348468451658601]",0.22338732864408992
1242,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Storks', 'Doves', 'Ducks']","['Storks', 'Doves']",Eagles,Eagles,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Storks have property P.
Fact - Doves have property P.
Fact - Ducks have property P.
Claim - Eagles have property P.

Argument B:
Fact - Storks have property P.
Fact - Doves have property P.
Claim - Eagles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Storks', 'Doves', 'Ducks', 'Eagles', 'Storks', 'Doves', 'Eagles']","{
  ""finish_reason"": ""length"",
  ""index"": 10,
  ""logprobs"": {
    ""text_offset"": [
      882
    ],
    ""token_logprobs"": [
      -0.00038113716
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" "": -9.855945,
        "" A"": -0.00038113716,
        "" C"": -9.202197,
        "" Option"": -9.646676,
        ""A"": -8.925204
      }
    ]
  },
  ""text"": "" A""
}","[0.9996189354635405, 0, 0.00010081766194172366, 0, 0, 0]",0.9996522052919813
1243,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Storks', 'Doves']","['Storks', 'Doves', 'Ducks']",Eagles,Eagles,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Storks have property P.
Fact - Doves have property P.
Claim - Eagles have property P.

Argument B:
Fact - Storks have property P.
Fact - Doves have property P.
Fact - Ducks have property P.
Claim - Eagles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Storks', 'Doves', 'Ducks', 'Eagles', 'Storks', 'Doves', 'Eagles']","{
  ""finish_reason"": ""length"",
  ""index"": 11,
  ""logprobs"": {
    ""text_offset"": [
      882
    ],
    ""token_logprobs"": [
      -0.38320464
    ],
    ""tokens"": [
      "" F""
    ],
    ""top_logprobs"": [
      {
        "" B"": -5.3178263,
        "" D"": -3.1776323,
        "" E"": -1.316396,
        "" F"": -0.38320464,
        "" Option"": -7.071227
      }
    ]
  },
  ""text"": "" F""
}","[0, 0.004903400671453313, 0, 0.041684234133514485, 0.26809979456583266, 0.6816733873696268]",0.869138804603977
1244,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Storks', 'Doves', 'Ostriches']","['Storks', 'Doves']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Storks have property P.
Fact - Doves have property P.
Fact - Ostriches have property P.
Claim - All birds have property P.

Argument B:
Fact - Storks have property P.
Fact - Doves have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Storks', 'Doves', 'Ostriches', 'All birds', 'Storks', 'Doves', 'All birds']","{
  ""finish_reason"": ""length"",
  ""index"": 12,
  ""logprobs"": {
    ""text_offset"": [
      892
    ],
    ""token_logprobs"": [
      -0.00028365167
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" "": -10.307738,
        "" A"": -0.00028365167,
        "" C"": -9.326498,
        "" Option"": -10.731328,
        ""A"": -9.084895
      }
    ]
  },
  ""text"": "" A""
}","[0.9997163885553315, 0, 8.903348705098221e-05, 0, 0, 0]",0.9997457696060583
1245,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Storks', 'Doves']","['Storks', 'Doves', 'Ostriches']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Storks have property P.
Fact - Doves have property P.
Claim - All birds have property P.

Argument B:
Fact - Storks have property P.
Fact - Doves have property P.
Fact - Ostriches have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Storks', 'Doves', 'Ostriches', 'All birds', 'Storks', 'Doves', 'All birds']","{
  ""finish_reason"": ""length"",
  ""index"": 13,
  ""logprobs"": {
    ""text_offset"": [
      892
    ],
    ""token_logprobs"": [
      -0.3912743
    ],
    ""tokens"": [
      "" E""
    ],
    ""top_logprobs"": [
      {
        "" B"": -5.6968412,
        "" C"": -7.33635,
        "" D"": -3.8654754,
        "" E"": -0.3912743,
        "" F"": -1.2157679
      }
    ]
  },
  ""text"": "" E""
}","[0, 0.003356551403799737, 0.0006514238840984164, 0.02095295903221411, 0.6761946504057483, 0.296482258132239]",0.7472549100724033
1246,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Storks', 'Doves', 'Vultures']","['Storks', 'Doves']",Chickens,Chickens,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Storks have property P.
Fact - Doves have property P.
Fact - Vultures have property P.
Claim - Chickens have property P.

Argument B:
Fact - Storks have property P.
Fact - Doves have property P.
Claim - Chickens have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Storks', 'Doves', 'Vultures', 'Chickens', 'Storks', 'Doves', 'Chickens']","{
  ""finish_reason"": ""length"",
  ""index"": 14,
  ""logprobs"": {
    ""text_offset"": [
      889
    ],
    ""token_logprobs"": [
      -0.0008013007
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" "": -9.85145,
        "" A"": -0.0008013007,
        "" C"": -7.581642,
        "" Option"": -9.963587,
        ""A"": -8.910103
      }
    ]
  },
  ""text"": "" A""
}","[0.9991990202556729, 0, 0.0005097235693880634, 0, 0, 0]",0.9993672290335709
1247,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Storks', 'Doves']","['Storks', 'Doves', 'Vultures']",Chickens,Chickens,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Storks have property P.
Fact - Doves have property P.
Claim - Chickens have property P.

Argument B:
Fact - Storks have property P.
Fact - Doves have property P.
Fact - Vultures have property P.
Claim - Chickens have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Storks', 'Doves', 'Vultures', 'Chickens', 'Storks', 'Doves', 'Chickens']","{
  ""finish_reason"": ""length"",
  ""index"": 15,
  ""logprobs"": {
    ""text_offset"": [
      889
    ],
    ""token_logprobs"": [
      -0.38033465
    ],
    ""tokens"": [
      "" E""
    ],
    ""top_logprobs"": [
      {
        "" B"": -4.289877,
        "" C"": -5.29968,
        "" D"": -1.3707407,
        "" E"": -0.38033465,
        "" F"": -3.25431
      }
    ]
  },
  ""text"": "" E""
}","[0, 0.013706611106851683, 0.004993191472557296, 0.25391881221682744, 0.6836325932805242, 0.03860745061590885]",0.5629040536961419
1248,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Storks', 'Robins']","['Storks', 'Robins', 'Ants']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Storks have property P.
Fact - Robins have property P.
Claim - All birds have property P.

Argument B:
Fact - Storks have property P.
Fact - Robins have property P.
Fact - Ants have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Storks', 'Robins', 'All birds', 'Storks', 'Robins', 'Ants', 'All birds']","{
  ""finish_reason"": ""length"",
  ""index"": 0,
  ""logprobs"": {
    ""text_offset"": [
      889
    ],
    ""token_logprobs"": [
      -1.083416
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -1.083416,
        "" B"": -2.4610844,
        "" D"": -1.8502274,
        "" E"": -1.2518979,
        "" F"": -2.6473427
      }
    ]
  },
  ""text"": "" A""
}","[0.3384374464547336, 0.08534235552081713, 0, 0.15720141464712642, 0.285961555078582, 0.07083920419269205]",0.08331310372036499
1249,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Storks', 'Robins', 'Ants']","['Storks', 'Robins']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Storks have property P.
Fact - Robins have property P.
Fact - Ants have property P.
Claim - All birds have property P.

Argument B:
Fact - Storks have property P.
Fact - Robins have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Storks', 'Robins', 'All birds', 'Storks', 'Robins', 'Ants', 'All birds']","{
  ""finish_reason"": ""length"",
  ""index"": 1,
  ""logprobs"": {
    ""text_offset"": [
      889
    ],
    ""token_logprobs"": [
      -0.00050111365
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" "": -9.966666,
        "" A"": -0.00050111365,
        "" C"": -8.305652,
        "" Option"": -10.415975,
        ""A"": -8.8991995
      }
    ]
  },
  ""text"": "" A""
}","[0.9994990118864748, 0, 0.00024711617198119683, 0, 0, 0]",-0.9995805602232286
1250,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Storks', 'Roosters']","['Storks', 'Swans']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Storks have property P.
Fact - Roosters have property P.
Claim - All birds have property P.

Argument B:
Fact - Storks have property P.
Fact - Swans have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Storks', 'Roosters', 'All birds', 'Storks', 'Swans', 'All birds']","{
  ""finish_reason"": ""length"",
  ""index"": 2,
  ""logprobs"": {
    ""text_offset"": [
      861
    ],
    ""token_logprobs"": [
      -0.2678413
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.2678413,
        "" C"": -3.7164495,
        "" D"": -3.8437002,
        "" E"": -1.925705,
        "" F"": -3.4359548
      }
    ]
  },
  ""text"": "" A""
}","[0.7650291816005997, 0, 0.02432016347677247, 0.021414217679685488, 0.14577295069107507, 0.03219465609458892]",0.6375833401629399
